HPO编码,标准名称（英文）,定义,注释,精确同义词（多个用分号分隔）,相关同义词（多个用分号分隔）,父类HPO编码（多个用分号分隔）,子类HPO编码（多个用分号分隔）,是否为叶子节点,替代ID（多个用分号分隔）,是否已废弃,被替换为,创建日期,外部引用（多个用分号分隔）
HP:0000097,Focal segmental glomerulosclerosis,Segmental accumulation of scar tissue in individual (but not all) glomeruli.,"Glomerular changes can be focal (only in some glomeruli) or diffuse (in all or almost all the glomeruli), and segmental (only a part of the glomerulus) or global (the entire glomerulus). FSGS is characterized by focal and segmental occurrence of lesions with mesangial sclerosis, obliteration of glomerular capillaries with hyalinosis and intracapillary foam cells, formation of adhesions between the glomerular tuft and Bowman's capsule, and podocyte hypertrophy. FSGS is not a disease entity, but rather a pattern of injury with quite diverse clinical behavior, morphology, and possibly also pathogenesis.",Focal and segmental glomerular sclerosis; Focal and segmental glomerulosclerosis; focal glomerulosclerosis,,HP:0000096,,是,HP:0004747,否,,,SNOMEDCT_US:236403004; SNOMEDCT_US:25821008; UMLS:C0017668
HP:0000098,Tall stature,A height above that which is expected according to age and gender norms.,,Increased linear growth; Increased body height; Accelerated linear growth; Tall stature,,HP:0000002,HP:0001519; HP:0001533; HP:0001548; HP:0003517; HP:0011407,否,HP:0001527; HP:0003515; HP:0003516,否,,2008-02-27T02:21:00Z,SNOMEDCT_US:248328003; UMLS:C0241240
HP:0000099,Glomerulonephritis,Inflammation of the renal glomeruli.,,Glomerular nephritis,,HP:0000123; HP:0000095,HP:0000793; HP:0008653; HP:0012578; HP:0012579,否,,否,,,SNOMEDCT_US:36171008; UMLS:C0017658
HP:0000100,Nephrotic syndrome,"Nephrotic syndrome is a collection of findings resulting from glomerular dysfunction with an increase in glomerular capillary wall permeability associated with pronounced proteinuria. Nephrotic syndrome refers to the constellation of clinical findings that result from severe renal loss of protein, with Proteinuria and hypoalbuminemia, edema, and hyperlipidemia.","In adults, nephrotic syndrome is characterized by protein excretion of 3.5 g or more per day. In children, nephrotic syndrome is accompanied by protein excretion of more than 40 mg/m2/h and hypalbuminemia < 2.5 mg/dl.",Nephrosis,,HP:0012211,HP:0008677; HP:0008695; HP:0012588; HP:0012589,否,HP:0000801; HP:0004718; HP:0008638; HP:0008727,否,,,SNOMEDCT_US:52254009; UMLS:C0027726
HP:0000103,Polyuria,An increased rate of urine production.,An excessive volume of urination for an adult is more than 2.5 liters of urine per day.,Increased urine output,,HP:0012590,,是,HP:0200060,否,,,SNOMEDCT_US:28442001; SNOMEDCT_US:56574000; SNOMEDCT_US:718402002; UMLS:C0032617
HP:0000104,Renal agenesis,"Agenesis, that is, failure of the kidney to develop during embryogenesis and development.",Renal agenesis can occur as a unilateral or bilateral trait.,Renal aplasia; Missing kidney; Absent kidney,,HP:0008678,HP:0000122; HP:0010958,否,HP:0000785; HP:0004745; HP:0008680,否,,,Fyler:4503; SNOMEDCT_US:204942005; UMLS:C0542519
HP:0000105,Enlarged kidney,An abnormal increase in the size of the kidney.,"The main causes of large kidney are hydronephrosis, polycystic disease, renal cell carcinoma, nephroblastoma/Wilms tumor (in children), and solitary cysts. If possible, a specific term should be used instead of this one. There are several ways of diagnosing enlarged kidney including intravenous urography.",Renal enlargement; Nephromegaly; Large kidneys; Enlarged kidney,Large kidney,HP:0012210,,是,,否,,,SNOMEDCT_US:300444006; UMLS:C0542518
HP:0000107,Renal cyst,A fluid filled sac in the kidney.,,Kidney cyst,Renal cysts; Cystic kidneys; Cystic kidney disease,HP:0012210,HP:0000003; HP:0000108; HP:0000113; HP:0000800; HP:0000803; HP:0005562; HP:0008659; HP:0012581; HP:0100877,否,HP:0000088; HP:0000109,否,,,UMLS:C0022679; UMLS:C3887499
HP:0000108,Renal corticomedullary cysts,The presence of multiple cysts at the border between the renal cortex and medulla.,,Corticomedullary renal cysts,Renal corticomedullary cystic disease,HP:0100957; HP:0011035; HP:0000107,,是,,否,,,UMLS:C1968619
HP:0000110,Renal dysplasia,The presence of developmental dysplasia of the kidney.,,Dysplastic kidneys; Renal adysplasia,,HP:0012210,HP:0008718; HP:0012582,否,HP:0000116; HP:0004721,否,,,SNOMEDCT_US:204949001; UMLS:C1619700; UMLS:C3536714
HP:0000111,Renal juxtaglomerular cell hypertrophy/hyperplasia,Increased number and size of the juxtaglomerular cells.,,,,HP:0000095,,是,,否,,,UMLS:C1866496
HP:0000112,Nephropathy,A nonspecific term referring to disease or damage of the kidneys.,,,,HP:0012211,,是,,否,,,SNOMEDCT_US:90708001; UMLS:C0022658; UMLS:C1408258
HP:0000113,Polycystic kidney dysplasia,The presence of multiple cysts in both kidneys.,"Polycystic kidney disease (PKD) is a leading cause of end-stage renal disease. Most commonly, PKD arises as an inherited trait. Tremendous enlargement of both kidneys is characteristic of the autosomal dominant form of PKD, with up to hundreds or thousands of renal cysts. This term does not refer to the disease entity but rather to the finding of numerous cysts in both kidneys.",Polycystic kidneys,Polycystic kidney disease,HP:0000107,,是,HP:0004716; HP:0004739; HP:0004740; HP:0008645; HP:0008673; HP:0008699,否,,,Fyler:4508; SNOMEDCT_US:82525005; UMLS:C0022680; UMLS:C1567435
HP:0000114,Proximal tubulopathy,"Dysfunction of the proximal tubule, which is the portion of the duct system of the nephron of the kidney which leads from Bowman's capsule to the loop of Henle.",,Proximal tubular defect; Proximal tubule dysfunction; Proximal renal tubule defect; Selective proximal tubular damage; Proximal renal tubulopathy,,HP:0000124,HP:0005574; HP:0012573,否,HP:0000806,否,,,UMLS:C1839603
HP:0000117,Renal phosphate wasting,High urine phosphate in the presence of hypophosphatemia.,,Tubular phosphate reabsorption low; Decreased tubular maximum for phosphate reabsorption per glomerular filtration rate; Decreased renal tubular phosphate reabsorption,,HP:0012599,,是,,否,,,UMLS:C1845169
HP:0000118,Phenotypic abnormality,A phenotypic abnormality.,This is the root of the phenotypic abnormality subontology of the HPO.,Organ abnormality,,HP:0000001,HP:0000119; HP:0000152; HP:0000478; HP:0000598; HP:0000707; HP:0000769; HP:0000818; HP:0001197; HP:0001507; HP:0001574; HP:0001608; HP:0001626; HP:0001871; HP:0001939; HP:0002086; HP:0002664; HP:0002715,否,,否,,,UMLS:C4021819
HP:0000119,Abnormality of the genitourinary system,The presence of any abnormality of the genitourinary system.,,Genitourinary tract anomalies; Genitourinary tract malformation; Genitourinary abnormality; Urogenital anomalies; Urogenital abnormalities; Abnormality of the GU system,Genitourinary dysplasia; Genitourinary disease,HP:0000118,HP:0000078; HP:0000079; HP:0007379; HP:0012620; HP:0100589,否,HP:0008658; HP:0008688; HP:0008704; HP:0008713,否,,,SNOMEDCT_US:287085006; SNOMEDCT_US:42030000; UMLS:C0042063; UMLS:C0080276; UMLS:C4020895
HP:0000121,Nephrocalcinosis,Nephrocalcinosis is the deposition of calcium salts in renal parenchyma.,"Nephrocalcinosis can be intratubular or interstitial, and can be diagnosed by means of a radiologic exam (plain radiographs, ultrasonograms, or computed tomography scans) or via microscopic examination of the renal tissues. The term nephrocalcinosis most often applies to a generalized increase in renal calcium content.",Too much calcium deposited in kidneys,Increased calcium level in kidney,HP:0012210,HP:0008327; HP:0012408; HP:0012409,否,,否,,,SNOMEDCT_US:48638002; UMLS:C0027709; UMLS:C4280679
HP:0000122,Unilateral renal agenesis,A unilateral form of agenesis of the kidney.,,Missing one kidney; Absent kidney on one side; Unilateral kidney agenesis; Single kidney,,HP:0000104,,是,,否,,,Fyler:4509; SNOMEDCT_US:55726006; UMLS:C0266294
HP:0000123,Nephritis,The presence of inflammation affecting the kidney.,,Kidney inflammation,,HP:0012649; HP:0012211,HP:0000099; HP:0012330; HP:0012784,否,HP:0008634,否,,,SNOMEDCT_US:52845002; UMLS:C0027697
HP:0000124,Renal tubular dysfunction,"Abnormal function of the renal tubule. The basic functional unit of the kidney, the nephron, consists of a renal corpuscle attached to a renal tubule, with roughly 0.8 to 1.5 nephrons per adult kidney. The functions of the renal tubule include reabsorption of water, electrolytes, glucose, and amino acids and secretion of substances such as uric acid.",,Renal tubular defect; Abnormal function of filtrating structures in kidney,Renal tubular disease,HP:0012211,HP:0000114; HP:0001947; HP:0008272; HP:0011038,否,,否,,,SNOMEDCT_US:95568003; UMLS:C0151747
HP:0000125,Pelvic kidney,A developmental defect in which a kidney is located in an abnormal anatomic position within the pelvis.,,Sacral kidney,,HP:0000086,,是,,否,,,SNOMEDCT_US:56108007; UMLS:C0221209
HP:0000126,Hydronephrosis,Severe distention of the kidney with dilation of the renal pelvis and calices.,Hydronephrosis can be caused by reflux or by retrograde pressure on the kidney when the flow of urine is obstructed.,,,HP:0010946,,是,,否,,,Fyler:4502; SNOMEDCT_US:43064006; UMLS:C0020295
HP:0000127,Renal salt wasting,A high concentration of one or more electrolytes in the urine in the presence of low serum concentrations of the electrolyte(s).,,Loss of salt in urine; Salt wasting; Salt-wasting; Renal salt-wasting,,HP:0012591,,是,,否,,,UMLS:C1846347
HP:0000128,Renal potassium wasting,High urine potassium in the presence of hypokalemia.,"A urine potassium assay can be used to determine the cause of reduced serum potassium (hypokalemia). Normally, the kidney will reabsorb more potassium in the presence of hypokalemia. Therefore, a low urine potassium can suggest gastrointestinal potassium loss, poor dietary intake, or a shift of potassium from the extracellular to the intracellular space. On the other hand, a high urine potassium in the face of low serum potassium indicated renal loss, referred to as renal potassium wasting.",Renal K wasting,,HP:0012598,,是,,否,,,UMLS:C1846348
HP:0000130,Abnormality of the uterus,An abnormality of the uterus.,,Abnormality of the uterus; Uterine abnormalities; Uterine malformations,,HP:0000008,HP:0008684; HP:0012888,否,HP:0008630; HP:0008692,否,,,SNOMEDCT_US:37849005; UMLS:C0266383
HP:0000131,Uterine leiomyoma,The presence of a leiomyoma of the uterus.,Leiomyoma is a benign neoplasm derived from smooth muscle cells.,Benign uterine leiomyomas; Uterine fibroid,,HP:0010784,,是,HP:0008642,否,,,NCIT:C3157; SNOMEDCT_US:146801000119103; SNOMEDCT_US:44598004; SNOMEDCT_US:95315005; UMLS:C0042133
HP:0000132,Menorrhagia,Prolonged and excessive menses at regular intervals in excess of 80 mL or lasting longer than 7 days.,,Abnormally heavy periods; Hypermenorrhea; Abnormally heavy bleeding during menstruation,,HP:0000140; HP:0001892,,是,HP:0100609,否,,,SNOMEDCT_US:386692008; UMLS:C0025323
HP:0000133,Gonadal dysgenesis,"Gonadal dysgenesis is the name given to any of a multitude of conditions that can cause impaired development of the gonads, i.e., the testes or ovaries, or to the related phenotypic features. The term is to be avoided if possible for new annotations, and more specific terms should be chosen.","Gonadal dysgenesis is a genetic condition due to errors in cell division and or alterations in genetic material, leading to complete or partial loss of gonadal development. The development of gonadal dysgenesis begins early either at fertilization or shortly after in the early stages of the embryo and fetus.",Pure gonadal dysgenesis; Mixed gonadal dysgenesis,,HP:0000812,HP:0008668; HP:0008723,否,HP:0003243,否,,,SNOMEDCT_US:205681004; SNOMEDCT_US:38804009; SNOMEDCT_US:83579008; SNOMEDCT_US:95219002; UMLS:C0018051; UMLS:C0018055; UMLS:C0687149
HP:0000134,Female hypogonadism,"Decreased functionality of the female gonads, i.e., of the ovary.",,"Hypogonadism, female",,HP:0000135,,是,,否,,,SNOMEDCT_US:16041008; UMLS:C0271578
HP:0000135,Hypogonadism,A decreased functionality of the gonad.,Reduced functioning of the gonads (ovaries or testes) with reduced production of sex hormones.,Decreased activity of gonads,,HP:0008373; HP:0000080,HP:0000026; HP:0000044; HP:0000134; HP:0000815,否,,否,,,SNOMEDCT_US:48130008; UMLS:C0020619
HP:0000136,Bifid uterus,The presence of a bifid uterus.,A uterus that is divided into two lateral horns as a result of imperfect fusion of the paramesonephric ducts.,,,,,是,,否,,,UMLS:C1850327
HP:0000137,Abnormality of the ovary,An abnormality of the ovary.,,Abnormality of the ovaries; Abnormality of the ovary,Ovarian disease,HP:0000008,HP:0100615,否,,否,,,SNOMEDCT_US:5552004; UMLS:C0029928; UMLS:C4021818
HP:0000138,Ovarian cyst,The presence of one or more cysts of the ovary.,,Cystic abnormalities of the ovaries; Ovarian cystic abnormality; Cystic ovaries; Ovarian cyst,,,HP:0000147; HP:0012886; HP:0012887,否,HP:0000146,否,,,SNOMEDCT_US:79883001; UMLS:C0029927
HP:0000139,Uterine prolapse,The presence of prolapse of the uterus.,"The uterus (womb) is normally held in place by a muscles, tissue and ligaments. If these tissues can no longer support the uterus it can slip down from its normal position.",Sagging uterus,,HP:0100823,,是,HP:0100824,否,,,SNOMEDCT_US:24976005; UMLS:C0042140
HP:0000140,Abnormality of the menstrual cycle,An abnormality of the ovulation cycle.,,Abnormality of the menstrual cycle,Menstrual abnormalities,,HP:0000132; HP:0000141; HP:0000858; HP:0000876; HP:0012569; HP:0100607; HP:0100608,否,,否,,,UMLS:C3549779; UMLS:C4025888
HP:0000141,Amenorrhea,Absence of menses for an interval of time equivalent to a total of more than (or equal to) 3 previous cycles or 6 months.,,Abnormal absence of menstruation,,HP:0000140,HP:0000786; HP:0000869,否,,否,,,UMLS:C2219717
HP:0000142,Abnormal vagina morphology,Any structural abnormality of the vagina.,,Vaginal malformation,,HP:0000008,HP:0000148; HP:0001153; HP:0004320; HP:0011026; HP:0100650; HP:0100672; HP:0100779,否,HP:0008650,否,,,UMLS:C1856023
HP:0000143,Rectovaginal fistula,The presence of a fistula between the vagina and the rectum.,,Abnormal connection between rectum and vagina,,HP:0100590; HP:0004320,,是,,否,,,MEDDRA:10051097; SNOMEDCT_US:65619001; UMLS:C0034895
