HPO编码,标准名称（英文）,定义,注释,精确同义词（多个用分号分隔）,相关同义词（多个用分号分隔）,父类HPO编码（多个用分号分隔）,子类HPO编码（多个用分号分隔）,是否为叶子节点,替代ID（多个用分号分隔）,是否已废弃,被替换为,创建日期,外部引用（多个用分号分隔）,标准名称（中文）,定义（中文）,精确同义词（中文）,相关同义词（中文）,注释（中文）
HP:0000056,Abnormal clitoris morphology,Any structural abnormality of the clitoris.,,Abnormality of the clit; Abnormality of the clitoris,,HP:0000055,,是,,否,,,UMLS:C4025893,阴蒂形态异常,,阴蒂异常; 阴蒂异常,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0000058,Abnormal labia morphology,"An anomaly of the labia, the externally visible portions of the vulva.",,Abnormality of the labia,,HP:0000055,HP:0000065; HP:0000066; HP:0012880; HP:0012881,否,,否,,,UMLS:C4025892,阴唇形态异常,,阴唇异常,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0000059,Hypoplastic labia majora,Undergrowth of the outer labia.,,Small labia majora; Hypoplasia of labia majora; Underdeveloped vaginal lips,,HP:0012881; HP:0000066,,是,,否,,,SNOMEDCT_US:289469003; UMLS:C0566899,大阴唇发育不良,,小阴唇; 大阴唇发育不全; 发育不全的小阴唇,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0000060,Clitoral hypoplasia,Developmental hypoplasia of the clitoris.,,Underdeveloped clit; Small clitoris; Hypoplastic clitoris,,HP:0012815,,是,,否,,,UMLS:C1844527,阴蒂发育不良,,阴蒂发育不全; 小阴蒂; 阴蒂发育不全,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0000061,"Ambiguous genitalia, female",Ambiguous genitalia in an individual with XX genetic gender.,,Atypical appearance of female genitals,Ambiguous genitalia due to virilization,HP:0000062; HP:0000055,,是,HP:0008690,否,,,UMLS:C1859980; UMLS:C4025891,女性外阴性别不明,,女性外生殖器异常外观,雄激素化引起的外生殖器畸形,
HP:0000062,Ambiguous genitalia,A genital phenotype that is not clearly assignable to a single gender. Ambiguous genitalia can be evaluated using the Prader scale: Prader 0: Normal female external genitalia. Prader 1: Female external genitalia with clitoromegaly. Prader 2: Clitoromegaly with partial labial fusion forming a funnel-shaped urogenital sinus. Prader 3: Increased phallic enlargement. Complete labioscrotal fusion forming a urogenital sinus with a single opening. Prader 4: Complete scrotal fusion with urogenital opening at the base or on the shaft of the phallus. Prader 5: Normal male external genitalia. The diagnosis of ambiguous genitalia is made for Prader 1-4.,"Note that this term can include or combine variations in size and shape, with partial or complete absence of structures. It is preferable to describe the individual components, which are defined below. It is nonetheless a widely used bundled term and as such is retained here. The distinction of this finding from a marked degree of Hypospadias is an example of how this term can be problematic. Genetic gender is determined at fertilization, whereby the presence of a Y chromosome determines male gender. Normally, genetic gender determines gonadal gender which in turn determines phenotypic gender. Testicular development is an active process requiring expression of the primary testis determining gene SRY, which is located on the Y chromosome.",Ambiguous external genitalia at birth; Intersex genitalia; Ambiguous external genitalia,,HP:0000811,HP:0000033; HP:0000061; HP:0003248; HP:0010459; HP:0012861,否,HP:0008685; HP:0008693,否,,,SNOMEDCT_US:21321009; UMLS:C0266362,外阴性别不明,,出生时外生殖器不清明; 间性别生殖器; 外生殖器不清明症,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,注意，该术语可包括或结合大小和形状的变化，伴有部分或完全结构缺失。最好描述各个组成部分，如下定义。尽管如此，这是一个广泛使用的综合术语，在这里保留使用。此术语与重度阴茎尿道下裂的区别是其问题的一个例子。遗传性别在受精时确定，Y染色体的存在决定男性性别。通常，遗传性别决定了性腺性别，进而决定了表型性别。睾丸发育是一个需要表达主要的睾丸决定因子基因SRY（位于Y染色体上）的主动过程。
HP:0000063,Fused labia minora,Fusion of the labia minora as a result of labial adhesions resulting in vaginal obstruction.,,Fused inner lips,,HP:0012880,,是,,否,,,UMLS:C1837532,小阴唇融合,,融合内唇,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0000064,Hypoplastic labia minora,,,Underdeveloped inner lips,,HP:0000066; HP:0012880,,是,,否,,,UMLS:C1849295,小阴唇发育不良,,发育不全的内唇,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0000065,Labial hypertrophy,,,Enlargement of the vaginal lips; Enlarged vaginal lips; Enlargement of the labia,,HP:0000058,HP:0008683; HP:0008739,否,,否,,,SNOMEDCT_US:16924008; UMLS:C0404531,阴唇肥厚,,阴唇增大; 增大的阴道唇部; 阴唇增大,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0000066,Labial hypoplasia,,,Hypoplastic labia; Underdeveloped labia,,HP:0012815; HP:0000058,HP:0000059; HP:0000064,否,,否,,,UMLS:C1850325,阴唇发育不良,,发育不全的小阴唇; 阴唇发育不全,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0000067,"Urethral atresia, female",Congenital anomaly characterized by closure or failure to develop an opening in the urethra in females.,,,,HP:0000068; HP:0000055,,是,,否,,,UMLS:C4025890,女性尿道闭锁,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0000068,Urethral atresia,Congenital anomaly characterized by closure or failure to develop an opening in the urethra.,,Absent urethral opening; Urethral opening absent,,HP:0000795,HP:0000052; HP:0000067,否,,否,,,UMLS:C1610065,尿道闭锁,,尿道口缺如; 尿道开口缺如,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0000069,Abnormality of the ureter,An abnormality of the ureter. The ureter is the duct by which urine passes from the kidney to the bladder.,,Ureter issue; Abnormality of the ureters; Ureteral anomalies,,HP:0010935,HP:0100516,否,HP:0006001,否,,,UMLS:C1840382,输尿管异常,,尿道问题; 尿管异常; 输尿管畸形,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0000070,Ureterocele,A ureterocele is a congenital saccular dilatation of the distal segment of the ureter.,,,,,,是,,否,,,SNOMEDCT_US:12818004; UMLS:C0041960,输尿管囊肿,,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0000071,Ureteral stenosis,"The presence of a stenotic, i.e., constricted ureter.",,Ureteric stenosis; Narrowing of the ureter,,HP:0006000,HP:0000074; HP:0008714,否,,否,,,SNOMEDCT_US:95574003; UMLS:C0521618,输尿管狭窄,,输尿管狭窄; 输尿管狭窄,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0000072,Hydroureter,The distention of the ureter with urine.,,Swelling of ureter; Wide ureter; Ureteral dilatation; Dilated ureter; Megaureter,Uroureter,,HP:0008676,否,HP:0006003,否,,,SNOMEDCT_US:69758005; SNOMEDCT_US:95576001; UMLS:C0521620; UMLS:C4020897,输尿管积水,,输尿管肿胀; 宽输尿管; 输尿管扩张; 扩张的输尿管; 巨输尿管,尿 ureter,
HP:0000073,Ureteral duplication,"A developmental anomaly characterized by the presence of two, instead of one, ureter connecting a kidney to the bladder.",,Double ureter,,,HP:0008705; HP:0012571; HP:0012572,否,,否,,,SNOMEDCT_US:49496001; UMLS:C0221365,输尿管重复,,双输尿管,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0000074,Ureteropelvic junction obstruction,Blockage of urine flow from the renal pelvis to the proximal ureter.,,Ureteropelvic junction stenosis; Pelviureteric junction obstruction,,HP:0000071,,是,,否,,,SNOMEDCT_US:95575002; UMLS:C0521619,肾盂输尿管连接部梗阻,,肾盂输尿管连接部狭窄; 输尿管肾盂连接部梗阻,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0000075,Renal duplication,"A congenital anomaly of the urinary tract, in which the kidney is duplicated and is drained via two separate renal pelves and ureters.",,Duplex kidney; Duplicated kidney; Extra kidney,Supernumerary kidney,HP:0012210; HP:0005217,HP:0005580; HP:0008738,否,,否,,2008-02-25T12:45:00Z,SNOMEDCT_US:30275001; UMLS:C0266298,肾重复,,重复肾; 重复肾; 额外肾脏,额外肾脏,
HP:0000076,Vesicoureteral reflux,Abnormal (retrograde) movement of urine from the bladder into ureters or kidneys related to inadequacy of the valvular mechanism at the ureterovesicular junction or other causes.,,VUR; Vesico-ureteral reflux; Ureteral reflux; Ureteric reflux; Vesicoureteric reflux,,HP:0000009,,是,HP:0005998; HP:0006002; HP:0008667,否,,,Fyler:4510; SNOMEDCT_US:197811007; UMLS:C0042580,膀胱输尿管返流,,肾反流; 膀胱输尿管反流; 尿反流; 尿反流; 膀胱输尿管反流,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0000077,Abnormality of the kidney,An abnormality of the kidney.,The kidney is a paired organ whose primary function is the production of urine.,Renal anomalies; Abnormal kidney; Renal anomaly; Abnormality of the kidney,,HP:0010935,HP:0009726; HP:0012210; HP:0012211,否,,否,,,SNOMEDCT_US:44513007; SNOMEDCT_US:90708001; UMLS:C0022658; UMLS:C0266292,肾脏异常,,肾异常; 异常肾脏; 肾异常; 肾脏异常,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,肾脏是一对器官，其主要功能是生成尿液。
HP:0000078,Abnormality of the genital system,An abnormality of the genital system.,,Genital anomalies; Genital abnormalities; Genital defects; Genital abnormality,Abnormality of the reproductive system,HP:0000119,HP:0000080; HP:0010787; HP:0012243,否,,否,,,UMLS:C0281966; UMLS:C0744356,生殖系统异常,,生殖器畸形; 生殖器畸形; 生殖器畸形; 生殖器畸形,生殖系统异常,
HP:0000079,Abnormality of the urinary system,An abnormality of the urinary system.,,Urinary tract abnormality; Urinary tract anomalies; Urinary tract abnormalities,,HP:0000119,HP:0000809; HP:0010935; HP:0010936; HP:0011277,否,,否,,,UMLS:C4021821,泌尿系统异常,,泌尿系统异常; 泌尿系统异常; 泌尿系统异常,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0000080,Abnormality of reproductive system physiology,An abnormal functionality of the genital system.,,Genital functional abnormality; Abnormality of reproductive system physiology,,HP:0000078,HP:0000135; HP:0000144; HP:0012874,否,,否,,,UMLS:C4020896; UMLS:C4021820,生殖系统生理机能异常,,生殖功能异常; 生殖系统生理异常,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
HP:0000081,Duplicated collecting system,"A duplication of the collecting system of the kidney, defined as a kidney with two (instead of, normally, one) pyelocaliceal systems. The pyelocaliceal system is comprised of the renal pelvis and calices. The duplicated renal collecting system can be associated with a single ureter or with double ureters. In the latter case, the two ureters empty separately into the bladder or fuse to form a single ureteral orifice.",,Double collecting system; Duplicated renal collecting system; Double urinary collecting systems on intravenous pyelography; Duplex collecting system,,HP:0004742,,是,,否,,2008-02-25T12:45:00Z,UMLS:C1858565,集合管系统重复,,双集合系统; 双肾集合系统异常重复; 双输尿管征象（静脉肾盂造影）; 双输尿管系统,由于提供的英文术语为空（nan），因此没有内容可以翻译。请提供具体的医学术语以便进行翻译。,
